source,codigo,descripcion,excel_quantity,source_quantity,difference
Nube Airtable via SHUM API,9043056,Válvula de Paso 3/4(25) DURMAN,1.0,0.0,-1.0
Nube Airtable via SHUM API,VALVULASANSON,Valvula para estufa SANSON,1.0,0.0,-1.0
Nube Airtable via SHUM API,1346G,Valvula para horno,5.0,0.0,-5.0
Nube Airtable via SHUM API,311847,Valvula para horno tuerca 3/8 IUSA,1.0,0.0,-1.0
Nube Airtable via SHUM API,41-225,Encendedor ignitor Bakers Pride M2140A 24 V,1.0,0.0,-1.0
Nube Airtable via SHUM API,1751-012,Perilla beige para valvula de gas,3.0,0.0,-3.0
Nube Airtable via SHUM API,1980-024,"Termocople universal de 24""",0.0,1.0,1.0
Nube Airtable via SHUM API,1980-036,"Termocople universal de 36""",2.0,6.0,4.0
Nube Airtable via SHUM API,1980-048,"Termocople universal de 48""",7.0,9.0,2.0
Nube Airtable via SHUM API,1950-001,Termopila para valvula minivolt,4.0,1.0,-3.0
Nube Airtable via SHUM API,KCE1095A,"Cable De La Placa De Control, 4 polos, 2M",1.0,3.0,2.0
Nube Airtable via SHUM API,KVE1115A,"Contactor, Mini, 230 Volt, 20 Amp, 4 Pole",2.0,4.0,2.0
Nube Airtable via SHUM API,KGN1354A,Empaque Horno Rossella,1.0,2.0,1.0
Nube Airtable via SHUM API,KGN1352A,Empaque para horno Arianna,0.0,2.0,2.0
Nube Airtable via SHUM API,KGN1432B,Empaque para Speed Pro,3.0,5.0,2.0
Nube Airtable via SHUM API,KVM2505A,Empuja cristal doble puerta,2.0,0.0,-2.0
Nube Airtable via SHUM API,XHC003,Filtro pure,0.0,4.0,4.0
Nube Airtable via SHUM API,KCN1010A,Kit capacitor condensador 3.5 UF,2.0,0.0,-2.0
Nube Airtable via SHUM API,KPE2038A,Kit de tarjeta de energia,0.0,1.0,1.0
Nube Airtable via SHUM API,KTM1005A,Kit de temperizador 60 min,2.0,0.0,-2.0
Nube Airtable via SHUM API,KTR1100A,Kit de termostato 269 C,1.0,0.0,-1.0
Nube Airtable via SHUM API,KTR1136A,"Kit De Termostato De Seguridad, 330C",2.0,3.0,1.0
Nube Airtable via SHUM API,KTR1161A,"Kit De Termostato De Seguridad, 350C",1.0,3.0,2.0
Nube Airtable via SHUM API,KVL1102A,Kit filtro de valvula no retorno detergente,1.0,0.0,-1.0
Nube Airtable via SHUM API,KPE1438A,Kit panel de control cap speed.pro,0.0,1.0,1.0
Nube Airtable via SHUM API,XHC010,Sistema de filtracion resina,0.0,1.0,1.0
Nube Airtable via SHUM API,R02.08.010D.00,"Resistencia 120 V, 800 W, GR-48 HATCO",2.0,0.0,-2.0
Nube Airtable via SHUM API,LC-48,Resistencia electrica 120V 1100W INTERNATIONAL,1.0,0.0,-1.0
Nube Airtable via SHUM API,DZ-400,Resistencia para maquina al vacio dz-400 MIGSA,1.0,0.0,-1.0
Nube Airtable via SHUM API,030S00,Resistencia plana,1.0,0.0,-1.0
Nube Airtable via SHUM API,RES-PLAN,Resistencia plana de 9.5 mm x 1.58 mm de ancho x metro,2.0,0.0,-2.0
Nube Airtable via SHUM API,TEFLONMT,Teflon para maquina al vacio CAJA,1.0,0.0,-1.0
Nube Airtable via SHUM API,LT221209,Termometro asador horno Ataud parrilla de 50 a 500,3.0,0.0,-3.0
Nube Airtable via SHUM API,S-236-42,"Termostato 175-550F, 42"" ROBERTSHAW",1.0,0.0,-1.0
Nube Airtable via SHUM API,KXP-336-48,"Termostato 200 a 500 F, bulbo de 3/16″ x 12″, tapa de 48″ DUKE",1.0,0.0,-1.0
Nube Airtable via SHUM API,SP-463-36,Termostato 200-450F Tapa 36″ ROBERTSHAW,2.0,0.0,-2.0
Nube Airtable via SHUM API,376988,Termostato automatico para calentador IUSA,1.0,0.0,-1.0
Nube Airtable via SHUM API,CAEM-50300BL,Termostato CAEM 50-300 C bulvo largo UNIVERSAL,4.0,0.0,-4.0
Nube Airtable via SHUM API,CAEM-60220,"Termostato CAEM 60-220 tuerca 1/2, bulbo acero inoxidable UNIVERSAL",4.0,0.0,-4.0
Nube Airtable via SHUM API,RX-1-36,Termostato para freidora ROBERTSHAW,9.0,0.0,-9.0
Nube Airtable via SHUM API,1F-XBB-B0323,Termostato vastago largo 575F Calibrado TORREY,1.0,0.0,-1.0
Nube Airtable via SHUM API,700-515,"Válvula de control Gas LP 750 mV 3/4"" x 3/4"" 485k BTU Freidora ROBERTSHAW",0.0,1.0,1.0
Nube Airtable via SHUM API,VS820,"Valvula de gas 1/2"" 225,000 BTU 1/4"" CCT para Freidora HONEYWELL",3.0,0.0,-3.0
Nube Airtable via SHUM API,Q2BBC02-H,Valvula solenoide uso vapor 1/4 a 12v TECSN,4.0,0.0,-4.0
Nube Airtable via SHUM API,90282,Bandeja/Recipiente para Alimentos 1/2 GN VOLLRATH,2.0,0.0,-2.0
Nube Airtable via SHUM API,KL10825,Bowl kng 14 oz CARLISLE,47.0,0.0,-47.0
Nube Airtable via SHUM API,MCCF01,Canastas para freidora CONCASSE,2.0,0.0,-2.0
Nube Airtable via SHUM API,MCLCEP06,Cepillo para manos y uñas de cerda CONCASSE,2.0,0.0,-2.0
Nube Airtable via SHUM API,MCCUAICIL,Clilindro portacubiertos de aluminio CONCASSE,5.0,0.0,-5.0
Nube Airtable via SHUM API,MCGACAIGDEE,Guante anticorte  de acero inoxidable grande CONCASSE,2.0,0.0,-2.0
Nube Airtable via SHUM API,MCGACAIME,Guante anticorte  de acero inoxidable mediano CONCASSE,2.0,0.0,-2.0
Nube Airtable via SHUM API,MCGMT17,"Guante de algodón 17"" CONCASSE",1.0,0.0,-1.0
Nube Airtable via SHUM API,PINZAJOSPER,Pinza inoxidable 35cm carne y volteo de jaul JOSPER,1.0,0.0,-1.0
Nube Airtable via SHUM API,INOX-PORT01,Porta tacos de cero inoxidable KCV,36.0,0.0,-36.0
Nube Airtable via SHUM API,69108,Sarten 8 in VOLLRATH,1.0,0.0,-1.0
Nube Airtable via SHUM API,3900C,Tapadera de acero inoxidable 13.97cm VOLLRATH,7.0,0.0,-7.0
Nube Airtable via SHUM API,3907C,Tapadera de acero inoxidable 5/8 VOLLRATH,1.0,0.0,-1.0
Nube Airtable via SHUM API,DU180FA1.0HP,"Motor de extracción 1.00 HP, 1 fase, 115v, 60 Hz, Monofasico",4.0,0.0,-4.0
Nube Airtable via SHUM API,DU180FA1.5HP,"Motor de extracción 1.500 HP, 3 fases, 230 V, 60 Hz. Trifasico",3.0,0.0,-3.0
Nube Airtable via SHUM API,DU180HFA2HP,"Motor de extracción 2.000 HP, 3 fases, 230 V, 60 Hz. Trifasico",3.0,0.0,-3.0
Nube Airtable via SHUM API,DU180HFA3HP,"Motor de extracción 3.000 HP, 3 fases, 230 V, 60 Hz. Trifasico",2.0,0.0,-2.0
