source_row,key,modelo,descripcion,stock,tienda,bodega,location_sum,inventario_fisico_final,cantidad_a_importar,costo_unitario_pesos,costo_unitario_dolares,total_costo_unitario_pesos,fecha_adq,vigencia
589,TURBINA-5/8,TURBINA-5/8,Turbina jaula de ardilla 25 x 6.5 cm con flecha 5/8 con lam galvanizada con buje,3.0,3.0,0.0,3.0,3.0,,2260.0,0,2260.0,,
590,TURBINA-5/8IZQ13,TURBINA-5/8IZQ13,Turbina jaula de ardilla de 23 x 13cm con flecha 5/8 lamina galvanizada,1.0,1.0,0.0,1.0,1.0,,2900.0,0,2900.0,,
591,TURBINA-5/8IZQ4,TURBINA-5/8IZQ4,Turbina jaula de ardilla de 27.5 x 4cm con flecha 5/8 comercial galvanizada rot. Izq,1.0,1.0,0.0,1.0,1.0,,2260.0,0,2260.0,,
592,TURBINA-5/8IZQ5,TURBINA-5/8IZQ5,Turbina jaula de ardilla de 27.5 x 5cm con flecha 5/8 comercial galvanizada rot. Izq,2.0,2.0,0.0,2.0,2.0,,2260.0,0,2260.0,,
593,HIFANXEXHAUST-7,HIFANXEXHAUST-7,"Ventilador Extractor de aluminio por persiana de 7""",1.0,0.0,0.0,0.0,1.0,,1500.0,0,1500.0,2026-05-18T00:00:00,
597,LT221209,LT221209,Termometro asador horno Ataud parrilla de 50 a 500,4.0,3.0,0.0,3.0,3.0,,226.0,0,226.0,2025-04-25T00:00:00,Act Nov 2025
598,S-236-42,S-236-42,"Termostato 175-550F, 42"" ROBERTSHAW",1.0,1.0,0.0,1.0,1.0,,2900.0,0,2900.0,,Vigencia de precio
599,KXP-336-48,KXP-336-48,"Termostato 200 a 500 F, bulbo de 3/16″ x 12″, tapa de 48″ DUKE",1.0,1.0,0.0,1.0,1.0,,0,99.0,0.0,,Act Nov 2025
600,SP-463-36,SP-463-36,Termostato 200-450F Tapa 36″ ROBERTSHAW,2.0,2.0,0.0,2.0,2.0,,2600.0,0,2600.0,,Vigencia de precio
601,376988,376988,Termostato automatico para calentador IUSA,1.0,1.0,0.0,1.0,1.0,,690.0,0,690.0,,Act Nov 2025
602,CAEM-30110,CAEM-30110,Termostato CAEM 30-110 C UNIVERSAL,4.0,10.0,0.0,10.0,10.0,,275.72,0,275.72,2025-05-06T00:00:00,Act Nov 2027
603,CAEM-50300BL,CAEM-50300BL,Termostato CAEM 50-300 C bulvo largo UNIVERSAL,4.0,4.0,0.0,4.0,4.0,,275.72,0,275.72,,Act Nov 2028
604,CAEM-50300,CAEM-50300,Termostato CAEM 50-300 C UNIVERSAL,5.0,8.0,0.0,8.0,8.0,,275.72,0,275.72,2025-05-06T00:00:00,Act Nov 2026
605,CAEM-60220,CAEM-60220,"Termostato CAEM 60-220 tuerca 1/2, bulbo acero inoxidable UNIVERSAL",4.0,4.0,0.0,4.0,4.0,,430.0,0,430.0,,Act Nov 2029
606,RX-1-36,RX-1-36,Termostato para freidora ROBERTSHAW,3.0,9.0,0.0,9.0,9.0,,1282.0,0,1282.0,,Act Nov 2025
607,RX-2-24,RX-2-24,Termostato para freidora VULCAN/ROBERTSHAW,1.0,0.0,0.0,0.0,0.0,,710.0,0,710.0,,Act Nov 2025
608,1F-XBB-B0323,1F-XBB-B0323,Termostato vastago largo 575F Calibrado TORREY,1.0,1.0,0.0,1.0,1.0,,1520.0,0,1520.0,,Vigencia de precio
609,700-515,700-515,"Válvula de control Gas LP 750 mV 3/4"" x 3/4"" 485k BTU Freidora ROBERTSHAW",1.0,0.0,0.0,0.0,0.0,,2909.48,0,2909.48,2025-01-31T00:00:00,Act Nov 2029
610,VS820,VS820,"Valvula de gas 1/2"" 225,000 BTU 1/4"" CCT para Freidora HONEYWELL",2.0,3.0,0.0,3.0,3.0,,3550.0,0,3550.0,,Act Nov 2029
611,Q2BBC02-H,Q2BBC02-H,Valvula solenoide uso vapor 1/4 a 12v TECSN,1.0,4.0,0.0,4.0,4.0,,620.0,0,620.0,2025-02-07T00:00:00,Vigencia de precio
615,90282,90282,Bandeja/Recipiente para Alimentos 1/2 GN VOLLRATH,2.0,2.0,0.0,2.0,2.0,,1039.6,0,1039.6,,Vigencia de precio
616,KL10825,KL10825,Bowl kng 14 oz CARLISLE,47.0,47.0,0.0,47.0,47.0,,51.6,0,51.6,,Vigencia de precio
617,MCCF01,MCCF01,Canastas para freidora CONCASSE,6.0,4.0,0.0,4.0,2.0,,523.6,0,523.6,,Act Nov 2025
618,MCLCEP06,MCLCEP06,Cepillo para manos y uñas de cerda CONCASSE,4.0,2.0,0.0,2.0,2.0,,66.74000000000001,0,66.74000000000001,,Act Nov 2025
619,MCCUAICIL,MCCUAICIL,Clilindro portacubiertos de aluminio CONCASSE,5.0,5.0,0.0,5.0,5.0,,57.12,0,57.12,,Act Nov 2025
620,MCGACAIGDEE,MCGACAIGDEE,Guante anticorte  de acero inoxidable grande CONCASSE,2.0,2.0,0.0,2.0,2.0,,705.738,0,705.738,,Act Nov 2025
621,MCGACAIME,MCGACAIME,Guante anticorte  de acero inoxidable mediano CONCASSE,2.0,2.0,0.0,2.0,2.0,,705.738,0,705.738,,Act Nov 2025
622,MCGMT17,MCGMT17,"Guante de algodón 17"" CONCASSE",1.0,1.0,0.0,1.0,1.0,,217.4,0,217.4,,Act Nov 2025
623,CLARB-1759,CLARB-1759,Luminaria Exterior Cooper Crouse Hinds,4.0,0.0,0.0,0.0,0.0,,1250.0,0,1250.0,,
624,PINZAJOSPER,PINZAJOSPER,Pinza inoxidable 35cm carne y volteo de jaul JOSPER,1.0,1.0,0.0,1.0,1.0,,1984.8,0,1984.8,,Vigencia de precio
625,INOX-PORT01,INOX-PORT01,Porta tacos de cero inoxidable KCV,36.0,36.0,0.0,36.0,36.0,,51.0,0,51.0,,
626,69108,69108,Sarten 8 in VOLLRATH,1.0,1.0,0.0,1.0,1.0,,1313.4,0,1313.4,,Vigencia de precio
627,3900C,3900C,Tapadera de acero inoxidable 13.97cm VOLLRATH,7.0,7.0,0.0,7.0,7.0,,150.8,0,150.8,,Vigencia de precio
628,3907C,3907C,Tapadera de acero inoxidable 5/8 VOLLRATH,1.0,1.0,0.0,1.0,1.0,,178.2,0,178.2,,Vigencia de precio
632,DU85HFA3/4HP,DU85HFA3/4HP,"Motor de extracción 0.750 HP, 1 fase, 115v, 60 Hz, Monofasico",1.0,0.0,0.0,0.0,1.0,,30885.26,0,30885.26,,Act Nov 2025
633,DU180FA1.0HP,DU180FA1.0HP,"Motor de extracción 1.00 HP, 1 fase, 115v, 60 Hz, Monofasico",1.0,0.0,0.0,0.0,4.0,,31925.32,0,31925.32,,Act Nov 2025
634,DU180FA1.5HP,DU180FA1.5HP,"Motor de extracción 1.500 HP, 3 fases, 230 V, 60 Hz. Trifasico",1.0,1.0,0.0,1.0,3.0,,57175.18,0,57175.18,,Act Nov 2025
635,DU180HFA2HP,DU180HFA2HP,"Motor de extracción 2.000 HP, 3 fases, 230 V, 60 Hz. Trifasico",1.0,1.0,0.0,1.0,3.0,,61860.67,0,61860.67,,Act Nov 2025
636,DU180HFA3HP,DU180HFA3HP,"Motor de extracción 3.000 HP, 3 fases, 230 V, 60 Hz. Trifasico",1.0,0.0,0.0,0.0,2.0,,61860.67,0,61860.67,,
