source_row,key,modelo,descripcion,stock,tienda,bodega,location_sum,inventario_fisico_final,cantidad_a_importar,costo_unitario_pesos,costo_unitario_dolares,total_costo_unitario_pesos,fecha_adq,vigencia,matched_sources
263,P70LB-1C,P70LB-1C,Control de presion dual automatica PENN,1.0,1.0,0.0,1.0,1.0,1.0,1960.0,0,1960.0,,Act Nov 2076,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
265,800382,800382,"Control De Temperatura, 077B6856 Kit #077B7163 TRUE",1.0,1.0,0.0,1.0,1.0,1.0,0.0,65.55,1376.55,,Act Nov 2042,inventory/data/products-all.csv
266,TC-900E,TC-900E,Controlador digital baja temperatura,1.0,0.0,0.0,0.0,0.0,0.0,739.39,0,739.39,,Act Nov 2076,inventory/data/products-all.csv
267,CORT-HAW,CORT-HAW,Cortina Hawaianna,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0,1200.0,,Vigencia de precio,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
268,810808,810808,"Empaque 25-5/8 ""x 26-5/8"", T-23-2/49-4 TRUE",2.0,2.0,0.0,2.0,2.0,2.0,0.0,70.93,1489.5300000000002,,Act Nov 2049,inventory/data/products-all.csv
269,932588,932588,Empaque de puerta TRUE,2.0,3.0,0.0,3.0,3.0,3.0,0.0,70.93,1489.5300000000002,,Act Nov 2050,inventory/data/products-all.csv
270,810878,810878,"Empaque Empaque, T-23-2/49-4 BTM BLK 2910 TRUE",2.0,2.0,0.0,2.0,2.0,2.0,0.0,70.93,1489.5300000000002,,Act Nov 2048,inventory/data/products-all.csv
271,0-6602,0-6602,Filtro deshidratador EMERSON,1.0,1.0,0.0,1.0,1.0,1.0,265.0,0,265.0,,Vigencia de precio,inventory/data/products-all.csv
272,945039,945039,Filtro dos entradas TRUE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.86,858.06,,Act Nov 2027,inventory/data/products-all.csv
274,SLP25-80,SLP25-80,"Interrumpor baja presion Abre 25 psi Cierra 80 psi, 500 PP 3500 BP 1/4  SMART ELECTRIC",1.0,1.0,0.0,1.0,1.0,1.0,0.0,65.0,1365.0,,Vigencia de precio,inventory/data/products-all.csv
275,54127037,54127037,Interruptor controlador limit para horno AMANA,2.0,2.0,0.0,2.0,2.0,2.0,150.0,0,150.0,2025-05-08T00:00:00,Vigencia de precio,inventory/data/products-all.csv
276,800316,800316,Interruptor de congelación TRUE,1.0,1.0,0.0,1.0,1.0,1.0,0.0,78.3,1644.3,,Act Nov 2026,inventory/data/products-all.csv
277,MPS30-50,MPS30-50,Interruptor De Presion AQUEX,1.0,1.0,0.0,1.0,1.0,1.0,650.0,0,650.0,,Vigencia de precio,inventory/data/products-all.csv
278,205014,205014,"Junta de puerta, negra, 22-3/8"" x 25-3/8"", Tssu/Tuc/Twt-48/72",2.0,2.0,0.0,2.0,2.0,2.0,0,70.93,1489.5300000000002,2025-06-17T00:00:00,Act Nov 2072,inventory/data/products-all.csv
279,211676,211676,"Junta de puerta, negra, 25-11/16 x 25-1/2"", T-23G-2",1.0,1.0,0.0,1.0,1.0,1.0,0,70.93,1489.5300000000002,2025-06-17T00:00:00,Act Nov 2073,inventory/data/products-all.csv
280,805143,805143,Kit conector de cables TRUE,2.0,3.0,0.0,3.0,3.0,3.0,0.0,47.21,991.41,,Act Nov 2041,inventory/data/products-all.csv
281,836833,836833,Kit control de temperatura ERC112D TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.47,4692.87,,Act Nov 2039,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
282,219717,219717,Kit control de temperatura LAEBIT25 TRUE,1.0,1.0,0.0,1.0,1.0,1.0,0.0,339.15,7122.15,2025-06-09T00:00:00,Act Nov 2076,inventory/data/products-all.csv
283,219716,219716,Kit control de temperatura LAEBR1 TRUE,2.0,2.0,0.0,2.0,2.0,2.0,0.0,356.67,7490.070000000001,,Act Nov 2032,inventory/data/products-all.csv
284,836834,836834,Kit control de temperatura sustituido por 848244 TRUE,1.0,1.0,0.0,1.0,1.0,1.0,0.0,303.17,6366.570000000001,,Act Nov 2060,inventory/data/products-all.csv
285,802803,802803,Kit control universal BIT25 TRUE,2.0,3.0,0.0,3.0,2.0,2.0,0.0,356.67,7490.070000000001,,Act Nov 2037,inventory/data/products-all.csv
286,216345,216345,Kit de arranque EMC3121U TRUE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,108.54,2279.34,,Act Nov 2063,inventory/data/products-all.csv
287,823236,823236,"Kit de bandeja de desague, 220v TRUE",1.0,1.0,0.0,1.0,1.0,1.0,0.0,304.31,6390.51,,Act Nov 2056,inventory/data/products-all.csv
288,870842,870842,"Kit de bisagra de puerta, inferior derecha TRUE",1.0,1.0,0.0,1.0,1.0,1.0,0.0,92.67,1946.07,,Act Nov 2043,inventory/data/products-all.csv
289,870837,870837,Kit de bisagra superior derecha TRUE,1.0,1.0,0.0,1.0,1.0,1.0,0,118.06,2479.26,2025-03-18T00:00:00,Act Nov 2070,inventory/data/products-all.csv
290,870838,870838,Kit de bisagra Superior izquierda TRUE,1.0,1.0,0.0,1.0,1.0,1.0,0.0,118.06,2479.26,,Act Nov 2067,inventory/data/products-all.csv
291,991224,991224,Kit de reacondicionamiento de control electrico KITGDM TRUE,1.0,1.0,0.0,1.0,1.0,1.0,0.0,199.17,4182.57,,Act Nov 2038,inventory/data/products-all.csv
292,992987,992987,Kit de servicio de refrigerante R290 Propano TRUE,2.0,2.0,0.0,2.0,2.0,2.0,0.0,820.21,17224.41,,Act Nov 2058,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
293,801112,801112,Lampara TRUE,1.0,1.0,0.0,1.0,1.0,1.0,0.0,34.27,719.6700000000001,,Act Nov 2062,inventory/data/products-all.csv
294,960602,960602,Modulo led TRUE,1.0,1.0,0.0,1.0,1.0,1.0,0.0,88.4,1856.4,,Act Nov 2029,inventory/data/products-all.csv
295,ECR2-0831,ECR2-0831,"Motor INPUT 100-240vac,50-60 Hz, 0.19-0.10 A OUTPUT 13w 18000rpm, DUAL SPEED 1550rpm DOR:CCW-DE. WELLIGTON",22.0,14.0,0.0,14.0,12.0,12.0,0.0,37.25,782.25,,Act Nov 2076,inventory/data/products-all.csv
296,821639,821639,Motor retrofit TRUE,1.0,0.0,0.0,0.0,0.0,0.0,0,387.06,8128.26,,Act Nov 2069,inventory/data/products-all.csv
297,225824,225824,"Motor ventilador 100-240 V, 50/60 Hz, 13 W, 1550 RPM TRUE",2.0,2.0,0.0,2.0,2.0,2.0,0.0,248.01,5208.21,,Act Nov 2055,inventory/data/products-all.csv
299,815594,815594,"Pantalla Remota, Led Azul, 12 Vcc Sustituido por 816682 TRUE",1.0,1.0,0.0,1.0,1.0,1.0,0.0,76.57,1607.9699999999998,,Act Nov 2061,inventory/data/products-all.csv
300,VA-PROD10,VA-PROD10,Protector y relay universal AVALY,2.0,2.0,0.0,2.0,2.0,2.0,80.92,0,80.92,2025-04-10T00:00:00,Act Nov 2076,inventory/data/products-all.csv
301,800182,800182,Relay 25 A TRUE,1.0,1.0,0.0,1.0,1.0,1.0,0.0,33.54,704.34,,Act Nov 2025,inventory/data/products-all.csv
302,994353,994353,Relay 832AW-1C-F-S1 12VDC 30A-277VAC TRUE,1.0,1.0,0.0,1.0,1.0,1.0,0.0,45.12,947.52,,Act Nov 2057,inventory/data/products-all.csv
303,RXM3AB7BD,RXM3AB7BD,Relé de miniatura enchufable para maquina al vacio SCHNEIDER,3.0,3.0,0.0,3.0,3.0,3.0,250.0,0,250.0,,Vigencia de precio,inventory/data/products-all.csv
304,835384,835384,Sellador de silicon TRUE,1.0,1.0,0.0,1.0,1.0,1.0,0.0,22.54,473.34,,Act Nov 2040,inventory/data/products-all.csv
305,807408,807408,Sensor de descarche TRUE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.55,389.55,,Act Nov 2028,inventory/data/products-all.csv
306,807409,807409,Sensor de temperatura TRUE,2.0,4.0,0.0,4.0,4.0,4.0,0.0,20.76,435.96000000000004,,Act Nov 2033,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
307,807414,807414,Sensor termisor 4m NTCEPC B57025M25,1.0,1.0,0.0,1.0,1.0,1.0,0.0,20.76,435.96000000000004,,Act Nov 2034,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
308,807415,807415,Sensor termisor 4m NTCEPC B57025M2502AZ,2.0,2.0,0.0,2.0,2.0,2.0,0.0,20.76,435.96000000000004,,Act Nov 2035,inventory/data/products-all.csv
309,807416,807416,Sensor termisor TRUE,6.0,6.0,0.0,6.0,6.0,6.0,0.0,20.76,435.96000000000004,,Act Nov 2036,inventory/data/products-all.csv
310,973396,973396,Serpentin de evaporador TUC/TWT-27F,1.0,1.0,0.0,1.0,1.0,1.0,0,332.69,6986.49,2025-08-27T00:00:00,Act Nov 2075,inventory/data/products-all.csv
311,KCD2,KCD2,Switch 4 polos Universal para vitrina,3.0,3.0,0.0,3.0,3.0,3.0,85.0,0,85.0,,Vigencia de precio,inventory/data/products-all.csv
312,TAB-EQUI,TAB-EQUI,Tablero de control para baja temperatura con selectores EQUIPSA,1.0,1.0,0.0,1.0,1.0,1.0,6800.0,0,6800.0,,Act Nov 2076,inventory/data/products-all.csv
313,RV-100X204,RV-100X204,Tanque de liquido 1.3L RV 100x204 FIGOMEC,1.0,1.0,0.0,1.0,1.0,1.0,980.0,0,980.0,,Act Nov 2076,inventory/data/products-all.csv
314,846763,846763,Temperatura de control sustituido por 844950 TRUE,1.0,1.0,0.0,1.0,1.0,1.0,0.0,250.37,5257.77,,Act Nov 2059,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
315,SL7490,SL7490,Termostato de descongelación para frigorífico SUPCO,1.0,1.0,0.0,1.0,1.0,1.0,250.0,0,250.0,,Vigencia de precio,inventory/data/products-all.csv
316,9722131,9722131,Timing switch MEIKO,0.0,0.0,0.0,0.0,0.0,0.0,3860.12,0,3860.12,,Vigencia de precio,inventory/data/products-all.csv
317,831970,831970,Transformador de 120v-24v TRUE,2.0,2.0,0.0,2.0,2.0,2.0,0.0,52.92,1111.32,,Act Nov 2031,inventory/data/products-all.csv
318,851142,851142,"Tubo capilar, 0,106"" de diámetro exterior X 0,054"" TRUE",1.0,1.0,0.0,1.0,1.0,1.0,0.0,32.41,680.6099999999999,,Act Nov 2044,inventory/data/products-all.csv
320,PCN802460,PCN802460,Válvula de expansión EMERSON,1.0,1.0,0.0,1.0,1.0,1.0,2100.0,0,2100.0,CANCELADO,Act Nov 2076,inventory/data/products-all.csv
321,068Z3209,068Z3209,"Válvula de expansión termostática de rosca, TE 2, R22/R407C. DANFOSS",1.0,1.0,0.0,1.0,1.0,1.0,1230.0,0,1230.0,,Act Nov 2076,inventory/data/products-all.csv
322,068Z3403,068Z3403,"Válvula de expansión termostática, TE 2, DANFOSS",0.0,0.0,0.0,0.0,0.0,0.0,967.0,0,967.0,,Act Nov 2076,inventory/data/products-all.csv
323,9652103,9652103,Valvula de presion M-Lq MEIKO,0.0,0.0,0.0,0.0,0.0,0.0,1488.14,0,1488.14,,Vigencia de precio,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
324,032F8107,032F8107,"Válvula Solenoide Sin Bobina, Tipo Evr 3, Conexión 1/4 Flare DANFOSS",1.0,1.0,0.0,1.0,1.0,1.0,1120.0,0,1120.0,,Vigencia de precio,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
325,VERE12002,VERE12002,Ventilador motor con 2 cables para refrigerador COLDTEK,1.0,1.0,0.0,1.0,1.0,1.0,250.0,0,250.0,,Act Nov 2076,inventory/data/products-all.csv
329,00-122555,00-122555,Alimentacion de bandeja,1.0,1.0,0.0,1.0,1.0,1.0,11450.0,0,11450.0,,,inventory/data/products-all.csv
330,00-077643-00001,00-077643-00001,Anillo de amoladora,1.0,1.0,0.0,1.0,1.0,1.0,7151.0,0,7151.0,,,inventory/data/local_products.json; inventory/data/kv_products_2026_05_05_19_31_43.json; inventory/data/products-all.csv
331,209042C,209042C,Bomba dosificadora,1.0,1.0,0.0,1.0,1.0,1.0,6776.03,0,6776.03,,,inventory/data/products-all.csv
332,ITA-130976,ITA-130976,Bomba lavaloza E500,1.0,1.0,0.0,1.0,1.0,1.0,12745.69,0,12745.69,,,inventory/data/products-all.csv
333,00-119760-00003,00-119760-00003,Conjunto de cilindros,1.0,1.0,0.0,1.0,1.0,1.0,24303.74,0,24303.74,,,inventory/data/products-all.csv
334,00-748572,00-748572,Conjunto de electrodos,3.0,0.0,0.0,0.0,0.0,0.0,1367.78,0,1367.78,,,inventory/data/products-all.csv
335,00-0158801,00-0158801,Conjunto de gusanos,1.0,1.0,0.0,1.0,1.0,1.0,12338.0,0,12338.0,,,inventory/data/products-all.csv
336,00-893074,00-893074,Conjunto de rodamientos,1.0,1.0,0.0,1.0,1.0,1.0,3095.91,0,3095.91,,,inventory/data/products-all.csv
337,00-919509,00-919509,Cortina para lavaloza corta,1.0,1.0,0.0,1.0,1.0,1.0,1859.9,0,1859.9,,Act Feb 2026,inventory/data/products-all.csv
