Nombre,Código,Clase de Código de barras,Marca,Código de categoría,unit code,Venta unit code,Comprar unit code,Costo,Precio,Cantidad de alerta,Tasa de impuestos,Método de impuestos,Imagen,Código de la Sub categoría,Variantes de producto,Producto de campo personalizado 1,Producto Campo Personalizadoo 2,Producto Campo Personalizadoo 3,Producto Campo Personalizadoo 4,Producto Campo Personalizadoo 5,Producto Campo Personalizadoo 6,Cantidad,recID,warehouseStock,inventory_import
Placa de control Unox potencia Big Plus,KPE2038A,code128,UNOX,2,Pieza,Pieza,Pieza,8994.00,12145.00,0,IVA,Exclusivo,a5d98a2e78f0b68c2bfdc45dd11593e9.png,,,,,,,,,0.0,recKPtAW5ty9qs2cB,"{""tienda"": 0.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 551, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 0.0, ""bodega"": 0.0, ""physicalFinal"": 0.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Charola semirrígida antiadherente Speed.Basket Small,TG126,code128,UNOX,2,Pieza,Pieza,Pieza,690.00,966.00,0,IVA,Exclusivo,a4764e7f007bfe32748f990f6f73e620.png,,,,,,,,,1.0,rec9RpRbCmTYC0lrR,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 568, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Kit micro puerta,KVE1020B,code128,UNOX,2,Pieza,Pieza,Pieza,729.60,1025.00,0,IVA,Exclusivo,ba1fac5bcb3472391c089da25794bc7c.png,,,,,,,,,2.0,recMKmtyhvEzrpEaA,"{""tienda"": 2.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 561, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 2.0, ""bodega"": 0.0, ""physicalFinal"": 2.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Empaque puerta horno CHEFTOP MIND MAPS,KGN1631A,code128,UNOX,2,Pieza,Pieza,Pieza,1769.10,2477.00,0,IVA,Exclusivo,916b14540e515dbddc8feb37c2860e20.png,,,,,,,,,1.0,rech1QkEveHxelN0c,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 541, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Bandeja en acero inoxidable perforada,TG944,code128,UNOX,2,Pieza,Pieza,Pieza,942.48,1500.00,0,IVA,Exclusivo,aaf7044f96eb8600bd4568f75be493b4.png,,,,,,,,,4.0,recVwYzojmqy89Zch,"{""tienda"": 4.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 532, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 4.0, ""bodega"": 0.0, ""physicalFinal"": 4.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Parrilla inoxidable para cocciones a vapor Steam GN 1/1,GRP815,code128,UNOX,,Pieza,Pieza,Pieza,1219.68,2136.00,0,IVA,Exclusivo,8913d401740cc9f42e298f8f540dbfec.jpeg,,,,,,,,,4.0,recGwgMn2EnK8AxV7,"{""tienda"": 4.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 565, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 4.0, ""bodega"": 0.0, ""physicalFinal"": 4.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Parrilla inoxidable Steel.Grid GN 1/1,GRP806,code128,UNOX,2,Pieza,Pieza,Pieza,485.10,895.00,0,IVA,Exclusivo,a5754fbc05476e1fe1b332a8b63de2c9.png,,,,,,,,,3.0,recuLcNb0aaCVhrlC,"{""tienda"": 3.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 566, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 3.0, ""bodega"": 0.0, ""physicalFinal"": 3.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Bandeja Esmaltada para Fritos PAN.FRY GN 1/1,TG905,code128,UNOX,2,Pieza,Pieza,Pieza,790.02,1354.00,0,IVA,Exclusivo,6bdc0d017c2f1a9f5df888d507aa7a0d.png,,,,,,,,,4.0,recfISpV9kADY19eJ,"{""tienda"": 4.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 531, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 4.0, ""bodega"": 0.0, ""physicalFinal"": 4.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Kit de primera instalación,XUC001,code128,UNOX,2,Pieza,Pieza,Pieza,3226.98,4746.00,0,IVA,Exclusivo,2db1b8bb8116b27be73b65f79e46a18a.png,,,,,,,,,0.0,recoNwLrkrp3QpNIU,"{""tienda"": 0.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 549, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 0.0, ""bodega"": 0.0, ""physicalFinal"": 0.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Kit de Control electronico W/PROBE, sustituido por 844950",846763,code128,TRUE,2,Pieza,Pieza,Pieza,237.55,321.00,0,IVA,Exclusivo,1ee1aaef9822f3d8f0a262bab9579563.png,,,,,,,,,1.0,rec00OgMjyG7L5kd8,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 314, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
 Kit De Soporte De Reinicio Usb Mm,KPE1059A,code128,UNOX,2,Pieza,Pieza,Pieza,1381.95,1935.00,0,IVA,Exclusivo,407e5cd5cab4755e6b2d0bfe9cf8abed.png,,,,,,,,,1.0,recyQKDXNnaidS3vI,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 550, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
 Sistema de filtración de resina BAKERY.PURE,XHC010,code128,UNOX,2,Pieza,Pieza,Pieza,1938.38,2944.00,0,IVA,Exclusivo,4aa49fd538bbafc8e8ad33e470b4d68f.png,,,,,,,,,0.0,recAqxdh8Bv31ToHb,"{""tienda"": 0.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 570, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 0.0, ""bodega"": 0.0, ""physicalFinal"": 0.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Junta De Puertas, 10Eu-Fs/1021",KGN1628A,code128,UNOX,2,Pieza,Pieza,Pieza,1236.75,1750.00,0,IVA,Exclusivo,6d907cb8f0c49725f8434efbf291798d.png,,,,,,,,,1.0,recowlu6hGX1tTfyi,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 559, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Tablero De Control/Visualización Del Usuario,KPE1438A,code128,UNOX,2,Pieza,Pieza,Pieza,10682.20,14955.00,0,IVA,Exclusivo,cc037e5fa6a662b654264f863e20015e.png,,,,,,,,,0.0,recEPlxDu7gPOiYBx,"{""tienda"": 0.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 562, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 0.0, ""bodega"": 0.0, ""physicalFinal"": 0.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
" Kit De Tarjeta De Alimentación, 230 Voltios, Shop Pro",KPE2260A,code128,UNOX,2,Pieza,Pieza,Pieza,3437.80,4650.00,0,IVA,Exclusivo,1772308735c9953c863d66eb51fe3c37.png,,,,,,,,,1.0,recMKJfq0RdtHWwUM,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 563, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Kit De Trampa En U,KVL1005A,code128,UNOX,2,Pieza,Pieza,Pieza,800.00,1120.00,0,IVA,Exclusivo,e594791e1cba161d56f8309ef0b60504.png,,,,,,,,,3.0,recZ1HDpxrmWU1Jfc,"{""tienda"": 3.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 557, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 3.0, ""bodega"": 0.0, ""physicalFinal"": 3.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Codo, Tubo De Drenaje",KVL1026A,code128,UNOX,2,Pieza,Pieza,Pieza,491.23,688.00,0,IVA,Exclusivo,ae3ab79e2fe0369bf00377d42d0580fa.png,,,,,,,,,1.0,recPi2acMxeiXoQfV,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 571, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
" Kit De Temperatura, Cámara, Curvada, Pt100, L2000",KSN1022A,code128,UNOX,2,Pieza,Pieza,Pieza,2121.41,2970.00,0,IVA,Exclusivo,a442cdfc9f7ba6adc36580622d9289f4.png,,,,,,,,,1.0,reckgGzaoAm2xkLMi,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 552, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Componente de arranque/ejecución,991567,code128,TRUE,2,Pieza,Pieza,Pieza,16.00,23.00,0,IVA,Exclusivo,8093fa15e7576eeccfbbb2a3ce4c9f95.png,,,,,,,,,1.0,reculvtmJLPuQU0yx,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 258, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Perilla Para Estufa Industrial Coriat Metálica Con Opresor,10269,code128,CORIAT,2,Pieza,Pieza,Pieza,282.37,382.00,0,IVA,Exclusivo,78fbecf2c20168d5f1a4447f16c69afb.png,,,,,,,,,2.0,recOf6OeZCxED7Y7y,"{""tienda"": 2.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 230, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 2.0, ""bodega"": 0.0, ""physicalFinal"": 2.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Piloto para horno,160307,code128,CORIAT,2,Pieza,Pieza,Pieza,538.43,727.00,0,IVA,Exclusivo,b94d03d55e72b6df92f9fb332d8ee926.png,,,,,,,,,6,recKAkIqYpZ0lVLI4,,
Piloto completo para freidora,160126,code128,CORIAT,2,Pieza,Pieza,Pieza,566.29,780.00,0,IVA,Exclusivo,f0bf18a258beca5f1f699af1db3ce4b4.png,,,,,,,,,2.0,recEuOoHB741GQ5wG,"{""tienda"": 2.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 231, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 2.0, ""bodega"": 0.0, ""physicalFinal"": 2.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Quemador en U 54 cm,320199,code128,CORIAT,2,Pieza,Pieza,Pieza,782.88,1100.00,0,IVA,Exclusivo,e6a850b10fd5ead7c775b57be0ace76b.png,,,,,,,,,2.0,recfZqrKVQrH47ahD,"{""tienda"": 2.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 233, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 2.0, ""bodega"": 0.0, ""physicalFinal"": 2.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Quemador tipo polidoro 345mm,AK000004,code128,CORIAT,2,Pieza,Pieza,Pieza,309.00,618.00,0,IVA,Exclusivo,374781def84fc9ed34b088737dfe825c.png,,,,,,,,,4.0,recC22n7Yo5My1vha,"{""tienda"": 4.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 234, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 4.0, ""bodega"": 0.0, ""physicalFinal"": 4.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Parrilla para Estufon,AF000307,code128,CORIAT,2,Pieza,Pieza,Pieza,1001.39,1600.00,0,IVA,Exclusivo,d674ed1a60d1cf2dd19f9b0412eae67c.png,,,,,,,,,3.0,recFrHOpzKtKhIUrk,"{""tienda"": 3.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 229, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 3.0, ""bodega"": 0.0, ""physicalFinal"": 3.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Kit de vidrio de cierre de guía de ondas speed X,KVT1380A,code128,UNOX,2,Pieza,Pieza,Pieza,2776.00,3600.00,0,IVA,Exclusivo,0aa2fa59270ed490bbf212655b6284fb.png,,,,,,,,,1.0,recZqqTGGn8EZEohg,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 558, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Válvula para Estufa,AC000205,code128,CORIAT,2,Pieza,Pieza,Pieza,377.99,567.00,0,IVA,Exclusivo,5e1d4b8486283ef1b906280e7e20f2a0.png,,,,,,,,,4.0,recJqNbMMCeEsbzUG,"{""tienda"": 4.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 236, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 4.0, ""bodega"": 0.0, ""physicalFinal"": 4.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Esprea para Válvula paso-53,AK002111,code128,CORIAT,2,Pieza,Pieza,Pieza,13.68,28.00,0,IVA,Exclusivo,6b3e56bad07f098d9b2c143863a595ce.png,,,,,,,,,10.0,rec7nnJKoCB0EJRUz,"{""tienda"": 10.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 228, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 10.0, ""bodega"": 0.0, ""physicalFinal"": 10.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Termostato para Horno ABJC,AC000402,code128,CORIAT,2,Pieza,Pieza,Pieza,2042.94,2858.00,0,IVA,Exclusivo,9df1c52477f4285de4e5eaad31aedcf2.png,,,,,,,,,2.0,rec6DdfAy3RW3ckxE,"{""tienda"": 2.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 235, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 2.0, ""bodega"": 0.0, ""physicalFinal"": 2.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Kit De Fijación/Conexión En T, En Forma De Y, Paquete De 10, 8 Mm De Diámetro, Jg",KEL1115A,code128,UNOX,2,Pieza,Pieza,Pieza,1010.70,1370.00,0,IVA,Exclusivo,254d67f81eae557ed51bf2d89ef53235.png,,,,,,,,,2.0,recDUQxWQpJr7uuQD,"{""tienda"": 2.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 548, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 2.0, ""bodega"": 0.0, ""physicalFinal"": 2.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Empaque para fermentadora,KGN1574A,code128,UNOX,2,Pieza,Pieza,Pieza,1325.88,1857.00,0,IVA,Exclusivo,e851f7bc1a297d4c06217fb0d3ebe802.png,,,,,,,,,2.0,rechALw9paeFEhokU,"{""tienda"": 2.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 538, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 2.0, ""bodega"": 0.0, ""physicalFinal"": 2.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
" Termostato De Alto Límite, 350 °C",KTR1161A,code128,UNOX,2,Pieza,Pieza,Pieza,1491.06,2090.00,0,IVA,Exclusivo,b893f8766e5df78ef24e108025654f77.png,,,,,,,,,1.0,rec2qVGgETyx6Cma0,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 556, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Kit de sondas termopar,01-1A1828-00001,code128,HOBART,2,Pieza,Pieza,Pieza,5663.42,7348.59,0,IVA,Exclusivo,452bd51f5c5a61d110e6be2fb9a8af9a.png,,,,,,,,,1.0,recDu9E6rLbazeyQ2,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 350, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Relay 400 VAC MANITOWOC,2007579,code128,MANITOWOC,2,Pieza,Pieza,Pieza,800.00,1080.00,0,IVA,Exclusivo,3f0937905115b129d49a0bbae591216c.png,,,,,,,,,1.0,recPe2VaVI5bU3JLB,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 405, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Interruptor magnetico de cortina  MANITOWOC,000010510,code128,MANITOWOC,2,Pieza,Pieza,Pieza,650.00,910.00,1,IVA,Exclusivo,19a3dec071a051f7d0757f7c53d1a1bd.png,,,,,,,,,2,recmSC7ub5UG2T5Db,,
Valvula de descarga 120 v MANITOWOC,000001767,code128,MANITOWOC,2,Pieza,Pieza,Pieza,1900.00,2590.00,0,IVA,Exclusivo,5150381166ccd7fad49976dd80837318.png,,,,,,,,,1,recSgRcDsA2CC7xob,,
Ventilador para refrigerador de 115v,00-424940-00001,code128,HOBART,2,Pieza,Pieza,Pieza,1537.52,2075.65,0,IVA,Exclusivo,8bc2409c649ee0fd596a8799cb4094bc.png,,,,,,,,,0.0,recZljTzVKI3y4MK9,"{""tienda"": 0.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 382, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 0.0, ""bodega"": 0.0, ""physicalFinal"": 0.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Motor reductor 3W 230V ICE O MATIC,9161031-01,code128,ICE O MATIC,2,Pieza,Pieza,Pieza,1100.00,1500.00,0,IVA,Exclusivo,e81cbc16311da1c6bd80df611aece737.png,,,,,,,,,1.0,rectlLAuvFklmzgv7,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 403, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Modulo de ignición 3 Tfi, sin reinicio BAXTER",01-1000V9-00170,code128,HOBART,2,Pieza,Pieza,Pieza,11094.69,14977.83,0,,Exclusivo,f9ee0349be59ee5088256148c05b36b4.png,,,,,,,,,1.0,rec2Nc7Tp7XSEY94M,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 353, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Capacitor para motor, 5,0MFD, 250 Volt HOSHIZAKI",443192-02,code128,HOSHIZAKI,2,Pieza,Pieza,Pieza,774.19,1083.00,0,IVA,Exclusivo,720d501fd5f56f7fb112f85a8bcdf939.png,,,,,,,,,1.0,recOAaLgQOHohvmQH,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 389, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Válvula solenoide, 1/2"", 120 V",00-435968-00001,code128,HOBART,2,Pieza,Pieza,Pieza,7013.75,9468.56,0,IVA,Exclusivo,8104df6ca34c43225126c71975725044.png,,,,,,,,,2.0,rechJwfdY2kk1sxch,"{""tienda"": 2.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 381, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 2.0, ""bodega"": 0.0, ""physicalFinal"": 2.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Tornillo para deposito de agua HOSHIZAKI,4H2582G01,code128,HOSHIZAKI,2,Pieza,Pieza,Pieza,891.95,1200.00,0,IVA,Exclusivo,ff1e74c9bbfbafacdb11d8a9b61cec20.png,,,,,,,,,2.0,recftXHKXKim8WEej,"{""tienda"": 2.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 411, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 2.0, ""bodega"": 0.0, ""physicalFinal"": 2.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
