Nombre,Código,Clase de Código de barras,Marca,Código de categoría,unit code,Venta unit code,Comprar unit code,Costo,Precio,Cantidad de alerta,Tasa de impuestos,Método de impuestos,Imagen,Código de la Sub categoría,Variantes de producto,Producto de campo personalizado 1,Producto Campo Personalizadoo 2,Producto Campo Personalizadoo 3,Producto Campo Personalizadoo 4,Producto Campo Personalizadoo 5,Producto Campo Personalizadoo 6,Cantidad,recID,warehouseStock,inventory_import
"Válvula reguladora de vacío, 1/2""",00-292909-00002,code128,HOBART,2,Pieza,Pieza,Pieza,2446.75,3303.11,0,IVA,Exclusivo,f2ba2640a1798cbcaa3e53f74b437395.png,Sub02-03,,,,,,,,1.0,reci10kAJc8gCzbjL,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 379, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Válvula reguladora de vacío,00-292909-00003,code128,HOBART,2,Pieza,Pieza,Pieza,2446.75,3303.11,0,IVA,Exclusivo,8d3ba868a243b6fc5d75c7918d40ea9b.png,Sub02-03,,,,,,,,1.0,recPNNGjbrI3tSxhy,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 380, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Brazo de leva con muelle, delantero KOLD-DRAFT",GBR00969,code128,Generales,2,Pieza,Pieza,Pieza,1700.00,2300.00,0,IVA,Exclusivo,d45301c3af1954a8c7ed5558153c1953.png,,,,,,,,,2.0,recopFhq5P2BOTevz,"{""tienda"": 2.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 388, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 2.0, ""bodega"": 0.0, ""physicalFinal"": 2.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Motorreductor actuador, 115 V, 50/60 Hz KOLD-DRAFT",516101501,code128,Generales,2,Pieza,Pieza,Pieza,3591.00,4800.00,0,IVA,Exclusivo,7ccab8b5705a9ecf908d42f16ee09d98.png,,,,,,,,,1.0,recySeTlq0IDcyZgH,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 404, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Motor, accionamiento del transportador, 208-240/480 V, 60 Hz, 3 PH",00-437044-00006,code128,HOBART,2,Pieza,Pieza,Pieza,67890.58,91652.28,0,IVA,Exclusivo,9fb4b265df812701bbc21c742cd17ba4.png,,,,,,,,,1.0,recohziSwwMaMMIn8,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 356, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Tubo piloto de 3/16"" X 24"", acero revestido de cobre",00-709240-0000A,code128,HOBART,2,Pieza,Pieza,Pieza,2424.00,3312.90,0,IVA,Exclusivo,839728da0e7883fd1bd55ba980d1468c.png,,,,,,,,,4.0,recRvjcFtPE6xI355,"{""tienda"": 4.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 377, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 4.0, ""bodega"": 0.0, ""physicalFinal"": 4.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Valvula selenoide de 240v SCOTTMAN,11-0564-02,code128,Generales,2,Pieza,Pieza,Pieza,2259.00,3050.00,0,IVA,Exclusivo,eda374abda0eec956e1cfe5bfc886ac2.png,,,,,,,,,1.0,recu9NVpl4mCNutBX,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 415, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Conjunto de rodamientos,00-893074,code128,HOBART,2,Pieza,Pieza,Pieza,3095.91,4179.48,0,,Exclusivo,a9521a048c0afe52dc6c3b142a603e52.png,,,,,,,,,1.0,recYlxLpm0xS7sakJ,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 336, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Control de espesor de hielo GENERICO,576517,code128,Generales,2,Pieza,Pieza,Pieza,151.27,650.00,5,IVA,Exclusivo,a6e3b99b7a9c4ff4bfe84ff0544b0041.png,,,,,,,,,10.0,recTzA7htfZIzyl2Z,"{""tienda"": 10.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 396, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 10.0, ""bodega"": 0.0, ""physicalFinal"": 10.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Perilla negra, 2,75 de diámetro",00-428300-00001,code128,HOBART,2,Pieza,Pieza,Pieza,234.01,315.91,0,IVA,Exclusivo,b65deaafc70a5c29d5230c14bd6e01dc.png,,,,,,,,,3.0,recg1twPvfuGVPLyz,"{""tienda"": 3.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 358, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 3.0, ""bodega"": 0.0, ""physicalFinal"": 3.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Disyuntor de vacío, 3/8""",00-271008,code128,HOBART,2,Pieza,Pieza,Pieza,2672.89,3607.20,0,IVA,Exclusivo,1c53544cc4a436c1cd706096fbbc3c24.png,Sub02-04,,,,,,,,1.0,recmMcKEk3WIWzKse,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 340, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Kit de servicio valvula de vacio CL44,00-292910,code128,HOBART,2,Pieza,Pieza,Pieza,5036.83,6799.72,0,IVA,Exclusivo,b03d7f65b42ee4e2ba925b09a9396c3c.png,Sub02-04,,,,,,,,1.0,recTncU8lSKbdbE9s,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 348, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Juego de termostato con perilla y tornillos,00-913153,code128,HOBART,2,Pieza,Pieza,Pieza,3127.96,4221.80,0,IVA,Exclusivo,de070976dab8b3797cac436e097694a9.png,,,,,,,,,2.0,recFh0TwsUCDRL4sr,"{""tienda"": 2.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 345, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 2.0, ""bodega"": 0.0, ""physicalFinal"": 2.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Enganche, soporte del piloto",00-413302-00001,code128,HOBART,2,Pieza,Pieza,Pieza,107.50,139.17,0,IVA,Exclusivo,01312c87f0adfd1bab47077ea933d644.png,,,,,,,,,5.0,recbL9uP6TqaCafBT,"{""tienda"": 5.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 343, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 5.0, ""bodega"": 0.0, ""physicalFinal"": 5.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Kit de elemento calefactor resistencia,230020C,code128,HOBART,2,Pieza,Pieza,Pieza,4538.12,6126.46,0,IVA,Exclusivo,30d18e93564ab0d119f97f99bc9af4c2.png,,,,,,,,,2.0,recC097LlvRN0KwUU,"{""tienda"": 2.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 346, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 2.0, ""bodega"": 0.0, ""physicalFinal"": 2.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
 Protector de límite alto,00-271123,code128,HOBART,2,Pieza,Pieza,Pieza,2155.00,2909.25,0,IVA,Exclusivo,98011d0307c467345d2132747fdc4f61.png,Sub02-01,,,,,,,,1.0,recMxbhlwhR85dEYh,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 364, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Montaje de válvula de drenaje, lado derecho",00-958392-000G2,code128,HOBART,2,Pieza,Pieza,Pieza,7677.00,10363.95,0,IVA,Exclusivo,2bbcf63074a1a810f57916361492fdc9.png,,,,,,,,,2.0,rec6HFp87uxTmdqbs,"{""tienda"": 2.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 354, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 2.0, ""bodega"": 0.0, ""physicalFinal"": 2.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Cuchillo para picadoras de carne puntas de afilado,00-290372,code128,HOBART,2,Pieza,Pieza,Pieza,1169.00,1578.15,0,IVA,Exclusivo,45c71d9bac7f3fc5c3e726bd4b9cb6ed.png,Sub02-04,,,,,,,,1.0,recwiAef0HREO6JcW,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 339, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Placa moledora de carne,00-938785,code128,HOBART,2,Pieza,Pieza,Pieza,3617.00,4882.95,0,IVA,Exclusivo,d53f318cc0f6d020fb47ebf4385f9d62.png,,,,,,,,,1.0,recu7iuy8eHv1o8UA,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 362, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
 moledora de carne de acero inoxidable,00-938782,code128,HOBART,2,Pieza,Pieza,Pieza,3617.00,4882.95,0,IVA,Exclusivo,bc44a53f92beb0637497e2dbd34001ef.png,,,,,,,,,1.0,recIgU9IfFpnNlNiC,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 360, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Empujador de alimentos, picadora/trituradora",00-119922-00001,code128,HOBART,2,Pieza,Pieza,Pieza,1623.84,2192.18,0,IVA,Exclusivo,f294b7d8745efded16106fa63263ab2a.png,Sub02-04,,,,,,,,1.0,recWlmZeF3KzPrRy6,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 342, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Conjunto de cilindros,00-119760-00003,code128,HOBART,2,Pieza,Pieza,Pieza,24303.74,32810.05,0,IVA,Exclusivo,291ec1cc103a59f1a649b8b906391dae.png,Sub02-04,,,,,,,,1.0,recUNom5qJckmnYmd,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 333, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Anillo de amoladora,00-077643-00001,code128,HOBART,2,Pieza,Pieza,Pieza,7151.00,9653.85,0,IVA,Exclusivo,43f00035f68b924b404ece6aedce5eb1.png,Sub02-04,,,,,,,,1.0,rec88MWC7IuWbrQph,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 330, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Conjunto de gusanos,00-0158801,code128,HOBART,2,Pieza,Pieza,Pieza,12338.00,16656.30,0,IVA,Exclusivo,675f49876aff5d6dc01314ac7484e387.png,Sub02-04,,,,,,,,1.0,recTJcGveTQuQLhsC,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 335, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Relevador/relay de uso general 8 pines OMRQTI,LY2N-J,code128,Generales,2,Pieza,Pieza,Pieza,350.00,550.00,0,,Exclusivo,0761e75ebb7f119d715f3cfaa88e06c4.png,,,,,,,,,3.0,recb6kLH9XLH95Awy,"{""tienda"": 3.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 406, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 3.0, ""bodega"": 0.0, ""physicalFinal"": 3.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Sierra de 126"" 5/8  x 0.022 Thk. 4T",1312641,code128,HOBART,2,Pieza,Pieza,Pieza,287.27,373.45,0,IVA,Exclusivo,09426732e599a0f15590ecb5ff468eb5.png,,,,,,,,,6.0,recCEfit1sz0f9F6s,"{""tienda"": 6.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 369, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 6.0, ""bodega"": 0.0, ""physicalFinal"": 6.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Sensor de temperatura,00-328994,code128,HOBART,2,Pieza,Pieza,Pieza,3319.76,4315.69,0,IVA,Exclusivo,a9878173944b40efa6f451594cd66da1.png,Sub02-01,,,,,,,,5.0,reco8oHmDjESROL4U,"{""tienda"": 5.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 371, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 5.0, ""bodega"": 0.0, ""physicalFinal"": 5.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Resorte muelle HOSHIZAKI,481332M01,code128,HOSHIZAKI,2,Pieza,Pieza,Pieza,1158.57,1850.00,0,IVA,Exclusivo,c5ecd2b986373aaa89a9378d0dd1b02b.png,,,,,,,,,0.0,recCAwNj00vEju5Dv,"{""tienda"": 0.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 407, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 0.0, ""bodega"": 0.0, ""physicalFinal"": 0.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Cartucho de filtro EVERPURE,HQS-WF,code128,Generales,2,Pieza,Pieza,Pieza,705.81,988.00,0,IVA,Exclusivo,087ca7b96d7ff7af31ceb3579de8eb65.png,,,,,,,,,0.0,rec0OIWOOhucDAyXO,"{""tienda"": 0.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 390, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 0.0, ""bodega"": 0.0, ""physicalFinal"": 0.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Trampa de aire CL44-AM16-LX,00-563609,code128,HOBART,2,Pieza,Pieza,Pieza,3824.94,5163.67,0,IVA,Exclusivo,94a002c2fc199ce32ea5561a00e88571.png,,,,,,,,,1.0,recgWaOEYr2nyEyx0,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 376, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Tapón para lavaloza,00-919363-00PK,code128,HOBART,2,Pieza,Pieza,Pieza,548.80,740.88,0,IVA,Exclusivo,707370efe91f6481f1396e8bf98b473c.png,,,,,,,,,3.0,recbFgyPPXzGpx3ED,"{""tienda"": 3.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 372, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 3.0, ""bodega"": 0.0, ""physicalFinal"": 3.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Extractor para horno,01-1000V8-00156,code128,HOBART,2,Pieza,Pieza,Pieza,10233.79,13815.62,0,IVA,Exclusivo,19017a06dfd82642112b4d0476252fae.png,,,,,,,,,1.0,recSOWoJDbVlhBAnT,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 344, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Kit de terminales,TW-001-09,code128,HOBART,2,Pieza,Pieza,Pieza,290.00,391.50,0,IVA,Exclusivo,168f1b20b4bdb9d3db704bac29300a55.png,,,,,,,,,1.0,recfjZzZe4txUfFKS,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 351, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Perilla de control,00-411242-0000,code128,HOBART,2,Pieza,Pieza,Pieza,230.00,310.50,0,IVA,Exclusivo,af80788d8042c306c980fb48ba43a3f4.png,,,,,,,,,1.0,rec2BrqyJHe7SSLcw,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 357, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Embalaje de boquillas,00-893535,code128,HOBART,2,Pieza,Pieza,Pieza,1526.89,2061.30,0,,Exclusivo,71eeb6d1f362fccec329751074fe3856.png,,,,,,,,,6.0,recVlPVXFlEkRmd3T,"{""tienda"": 6.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 341, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 6.0, ""bodega"": 0.0, ""physicalFinal"": 6.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Kit de soldaduras para perro,00-913102-0049,code128,HOBART,2,Pieza,Pieza,Pieza,1366.37,1844.60,0,,Exclusivo,c5625c59be4f57ccbdb1726243df8db6.png,,,,,,,,,4.0,recPilpGhT3isq08n,"{""tienda"": 4.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 349, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 4.0, ""bodega"": 0.0, ""physicalFinal"": 4.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Retén, planetario, HL300",00-110334,code128,HOBART,2,Pieza,Pieza,Pieza,205.96,278.05,0,IVA,Exclusivo,fa55812672d1d6a7084958236f91ed33.png,Sub02-04,,,,,,,,1.0,recQcqtUlPcZElAvW,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 368, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
8ygyugy,cvbcvb,code128,COBACORP,3,Pieza,Pieza,Pieza,3500.00,3500.00,1,IVA,Exclusivo,4df95b47907832639f0ef8b6ae0c2a3a.jpeg,,,,,,,,,,recXBS67iFNBwGbvw,,
Soporte para sonda 00-328994,0-328994,code128,HOBART,2,Pieza,Pieza,Pieza,2846.16,3557.70,1,IVA,Exclusivo,dd5d6b10e0ef1556270cf1e46c3cc4d7.jpeg,Sub02-01,,,,,,,,,recInhhOLOwpdiAJz,,
Bomba lavaloza E500,ITA-130976,code128,HOBART,2,Pieza,Pieza,Pieza,12745.69,15932.11,0,IVA,Exclusivo,3bb33d3c3f64a8cccbe19b9a76406bc2.png,,,,,,,,,1.0,receoEEfKgLV1AhI7,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 332, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Placa de fijacion permanente,00-938783,code128,HOBART,2,Pieza,Pieza,Pieza,3617.00,4521.25,0,IVA,Exclusivo,eb8822d4bc60af404f29bce4a09e0cbc.png,,,,,,,,,1.0,recODhBifDpAlOkAb,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 359, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
placa moledora carne,00-938784,code128,HOBART,2,Pieza,Pieza,Pieza,3617.00,4521.25,0,IVA,Exclusivo,5ee84bc635d27bff88cbc5abf88cc4ad.png,,,,,,,,,1.0,rechF7prL1Xiw133x,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 361, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
